102130302,1021303,Amajyambere 
102130303,1021303,Izuba 
102130304,1021303,Kisimenti 
102130305,1021303,Ubumwe 
102130306,1021303,Ukwezi 
102130307,1021303,Urumuri 
102130401,1021304,Amahoro 
102130402,1021304,Rebero 
102130403,1021304,Ruturusu I 
102130404,1021304,Ruturusu Ii 
102130405,1021304,Ubumwe 
102140101,1021401,Bisenga 
102140102,1021401,Gakenyeri 
102140103,1021401,Gasiza 
102140104,1021401,Kidogo 
102140201,1021402,Agatare 
102140202,1021402,Gasagara 
102140203,1021402,Kamasasa 
102140204,1021402,Rugagi 
102140205,1021402,Ryabazana 
102140301,1021403,Abatangampundu 
102140302,1021403,Amahoro 
102140303,1021403,Isangano 
102140304,1021403,Kabeza 
102140305,1021403,Kalisimbi 
102140306,1021403,Masango 
102140401,1021404,Bwiza 
102140402,1021404,Cyanamo 
102140403,1021404,Gatare 
102140404,1021404,Kamashashi 
102140405,1021404,Mataba 
102140406,1021404,Nyagakombe 
102140407,1021404,Ruhangare 
102140501,1021405,Busenyi 
102140502,1021405,Kigabiro 
102140503,1021405,Kinyana 
102140504,1021405,Nyagisozi 
102140601,1021406,Cyeru 
102140602,1021406,Karambo 
102140603,1021406,Kataruha 
102140604,1021406,Mugeyo 
102140605,1021406,Rugarama 
102140606,1021406,Samuduha 
102140701,1021407,Gisharara 
102140702,1021407,Kabutare 
102140703,1021407,Kanyinya 
102140704,1021407,Kigarama 
102140705,1021407,Nyarucundura 
102140706,1021407,Runyonza 
102140707,1021407,Urumuri 
102140801,1021408,Kinyaga 
102140802,1021408,Mirama 
102140803,1021408,Nyagacyamo 
102140804,1021408,Rugende 
102140805,1021408,Ruhanga 
102150101,1021501,Gasharu 
102150102,1021501,Mulindi 
102150103,1021501,Vugavuge 
102150201,1021502,Kabarera 
102150202,1021502,Kamusengo 
102150203,1021502,Karekare 
102150204,1021502,Karuranga 
102150205,1021502,Nyakabande 
102150301,1021503,Kabaliza 
102150302,1021503,Nyamise 
102150303,1021503,Rwanyanza 
